from,to,cost,time_consumption,capacity_consumption,time_min_out_i,time_max_out_i,time_avg_out_i,time_min_in_j,time_max_in_j,time_avg_in_j,cap_min_out_i,cap_max_out_i,cap_avg_out_i,cap_min_in_j,cap_max_in_j,cap_avg_in_j,ready_i,due_i,ready_j,due_j,label
0,1,18.681541692269406,18.681541692269406,10.0,10.0,41.23105625617661,24.114638385342396,100.0,131.2310562561766,114.11463838534239,10.0,40.0,17.2,0.0,0.0,0.0,0,1236,912,967,1
0,2,20.615528128088304,20.615528128088304,30.0,10.0,41.23105625617661,24.114638385342396,100.0,131.2310562561766,114.11463838534239,10.0,40.0,17.2,0.0,0.0,0.0,0,1236,825,870,1
0,3,16.1245154965971,16.1245154965971,10.0,10.0,41.23105625617661,24.114638385342396,100.0,131.2310562561766,114.11463838534239,10.0,40.0,17.2,0.0,0.0,0.0,0,1236,65,146,1
0,4,18.110770276274835,18.110770276274835,10.0,10.0,41.23105625617661,24.114638385342396,100.0,131.2310562561766,114.11463838534239,10.0,40.0,17.2,0.0,0.0,0.0,0,1236,727,782,1
0,5,15.132745950421556,15.132745950421556,10.0,10.0,41.23105625617661,24.114638385342396,100.0,131.2310562561766,114.11463838534239,10.0,40.0,17.2,0.0,0.0,0.0,0,1236,15,67,1
0,6,19.0,19.0,20.0,10.0,41.23105625617661,24.114638385342396,100.0,131.2310562561766,114.11463838534239,10.0,40.0,17.2,0.0,0.0,0.0,0,1236,621,702,1
0,7,16.0,16.0,20.0,10.0,41.23105625617661,24.114638385342396,100.0,131.2310562561766,114.11463838534239,10.0,40.0,17.2,0.0,0.0,0.0,0,1236,170,225,1
0,8,18.110770276274835,18.110770276274835,20.0,10.0,41.23105625617661,24.114638385342396,100.0,131.2310562561766,114.11463838534239,10.0,40.0,17.2,0.0,0.0,0.0,0,1236,255,324,1
0,9,20.09975124224178,20.09975124224178,10.0,10.0,41.23105625617661,24.114638385342396,100.0,131.2310562561766,114.11463838534239,10.0,40.0,17.2,0.0,0.0,0.0,0,1236,534,605,1
0,10,16.76305461424021,16.76305461424021,10.0,10.0,41.23105625617661,24.114638385342396,100.0,131.2310562561766,114.11463838534239,10.0,40.0,17.2,0.0,0.0,0.0,0,1236,357,410,1
0,11,19.6468827043885,19.6468827043885,10.0,10.0,41.23105625617661,24.114638385342396,100.0,131.2310562561766,114.11463838534239,10.0,40.0,17.2,0.0,0.0,0.0,0,1236,448,505,1
0,12,38.07886552931954,38.07886552931954,20.0,10.0,41.23105625617661,24.114638385342396,100.0,131.2310562561766,114.11463838534239,10.0,40.0,17.2,0.0,0.0,0.0,0,1236,652,721,1
0,13,30.805843601498726,30.805843601498726,30.0,10.0,41.23105625617661,24.114638385342396,100.0,131.2310562561766,114.11463838534239,10.0,40.0,17.2,0.0,0.0,0.0,0,1236,30,92,1
0,14,39.35733730830886,39.35733730830886,10.0,10.0,41.23105625617661,24.114638385342396,100.0,131.2310562561766,114.11463838534239,10.0,40.0,17.2,0.0,0.0,0.0,0,1236,567,620,1
0,15,36.05551275463989,36.05551275463989,40.0,10.0,41.23105625617661,24.114638385342396,100.0,131.2310562561766,114.11463838534239,10.0,40.0,17.2,0.0,0.0,0.0,0,1236,384,429,1
0,16,40.311288741492746,40.311288741492746,40.0,10.0,41.23105625617661,24.114638385342396,100.0,131.2310562561766,114.11463838534239,10.0,40.0,17.2,0.0,0.0,0.0,0,1236,475,528,1
0,17,33.301651610693426,33.301651610693426,20.0,10.0,41.23105625617661,24.114638385342396,100.0,131.2310562561766,114.11463838534239,10.0,40.0,17.2,0.0,0.0,0.0,0,1236,99,148,1
0,18,35.35533905932738,35.35533905932738,20.0,10.0,41.23105625617661,24.114638385342396,100.0,131.2310562561766,114.11463838534239,10.0,40.0,17.2,0.0,0.0,0.0,0,1236,179,254,1
0,19,39.05124837953327,39.05124837953327,10.0,10.0,41.23105625617661,24.114638385342396,100.0,131.2310562561766,114.11463838534239,10.0,40.0,17.2,0.0,0.0,0.0,0,1236,278,345,1
0,20,10.0,10.0,10.0,10.0,41.23105625617661,24.114638385342396,100.0,131.2310562561766,114.11463838534239,10.0,40.0,17.2,0.0,0.0,0.0,0,1236,10,73,1
0,21,10.198039027185569,10.198039027185569,20.0,10.0,41.23105625617661,24.114638385342396,100.0,131.2310562561766,114.11463838534239,10.0,40.0,17.2,0.0,0.0,0.0,0,1236,914,965,1
0,22,12.165525060596439,12.165525060596439,20.0,10.0,41.23105625617661,24.114638385342396,100.0,131.2310562561766,114.11463838534239,10.0,40.0,17.2,0.0,0.0,0.0,0,1236,812,883,1
0,23,13.0,13.0,10.0,10.0,41.23105625617661,24.114638385342396,100.0,131.2310562561766,114.11463838534239,10.0,40.0,17.2,0.0,0.0,0.0,0,1236,732,777,1
0,24,15.0,15.0,10.0,10.0,41.23105625617661,24.114638385342396,100.0,131.2310562561766,114.11463838534239,10.0,40.0,17.2,0.0,0.0,0.0,0,1236,65,144,1
0,25,15.132745950421556,15.132745950421556,40.0,10.0,41.23105625617661,24.114638385342396,100.0,131.2310562561766,114.11463838534239,10.0,40.0,17.2,0.0,0.0,0.0,0,1236,169,224,1
0,26,15.811388300841896,15.811388300841896,10.0,10.0,41.23105625617661,24.114638385342396,100.0,131.2310562561766,114.11463838534239,10.0,40.0,17.2,0.0,0.0,0.0,0,1236,622,701,1
0,27,17.11724276862369,17.11724276862369,10.0,10.0,41.23105625617661,24.114638385342396,100.0,131.2310562561766,114.11463838534239,10.0,40.0,17.2,0.0,0.0,0.0,0,1236,261,316,1
0,28,17.72004514666935,17.72004514666935,20.0,10.0,41.23105625617661,24.114638385342396,100.0,131.2310562561766,114.11463838534239,10.0,40.0,17.2,0.0,0.0,0.0,0,1236,546,593,1
